,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
18,-0.14774914420271282,-0.18394382170570261,-0.30270365398072974,-0.4320070415073031,-0.030262877486921462,-0.07777253868588455,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-0.11526634464365779,-0.10909488831748425,-0.43438082078629353,-0.4666095479071606,0.1355385111343008,-0.07173834724849842,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-0.6041213848605914,2.3580385411917297,0.8066048425704402,-0.15045740017786843,-0.25185382059985845,2.7581647894264334,7.946228689883858e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-0.09902494486413028,-0.07167042162337507,-0.5002194041890755,-0.4839108011070893,0.21843920544491188,-0.06872125152980538,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-1.1356077959251454,5.995398385591803,2.1008021986767926,0.6423006560311137,0.022748336255769268,-1.151186670911973,-5.589159522606264e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-0.09902494486413028,-0.07167042162337507,-0.5002194041890755,-0.4839108011070893,0.21843920544491188,-0.06872125152980538,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.11526634464365779,-0.10909488831748425,-0.43438082078629353,-0.4666095479071606,0.1355385111343008,-0.07173834724849842,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-0.13150774442318533,-0.14651935501159347,-0.3685422373835116,-0.4493082947072318,0.05263781682368963,-0.0747554429671915,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-0.09902494486413028,-0.07167042162337507,-0.5002194041890755,-0.4839108011070893,0.21843920544491188,-0.06872125152980538,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.12022783039920333,-0.10703089590029509,-0.4904921332537837,-0.33194495889431497,0.11895157312520525,-0.06710370427649026,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-0.11142865925299412,-0.06651044058040217,-0.6404976853578008,-0.1472493285749754,0.17697186042217303,-0.057134644099785005,-3.1560015563677077e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-0.5561850950108045,-1.2971356560292908,1.8776601745080261,0.8281138416711897,2.8583201355952834,0.10203267252403417,7.946228689883858e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
